Date,Zone_No,Zone_Name,Confirmed_cases,Recovered,Hospitalized,Deceased
 2020-07-07,VIII,ANNA NAGAR,7896,5367,2432,97
 2020-07-07,IX,TEYNAMPET,7879,5549,2163,167
 2020-07-07,X,KODAMBAKKAM,7663,4984,2569,110
 2020-07-07,XI,VALASARAVAKKAM,3424,2241,1148,35
 2020-07-07,XII,ALANDUR,1936,964,951,21
 2020-07-07,XIII,ADYAR,4490,2950,1479,61
 2020-07-07,XIV,PERUNGUDI,1843,936,882,25
 2020-07-07,XV,SOZHINGANALLUR,1527,996,522,9
 2020-07-07,,OTHER DISTRICT,2061,801,1250,10
 2020-07-08,I,THIRUVOTTIYUR,2845,1801,979,65
 2020-07-08,II,MANALI,1313,869,429,15
 2020-07-08,III,MADHAVARAM,2306,1497,778,31
 2020-07-08,IV,TONDIARPET,7943,6149,1628,166
 2020-07-08,V,ROYAPURAM,9242,7340,1741,161
 2020-07-08,VI,THIRU VI KA NAGAR,5886,3993,1778,115
 2020-07-08,VII,AMBATTUR,3425,2078,1306,41
 2020-07-08,VIII,ANNA NAGAR,8105,5494,2511,100
 2020-07-08,IX,TEYNAMPET,8054,5765,2118,171
 2020-07-08,X,KODAMBAKKAM,7854,5084,2657,113
 2020-07-08,XI,VALASARAVAKKAM,3470,2385,1049,36
 2020-07-08,XII,ALANDUR,1954,1133,799,22
 2020-07-08,XIII,ADYAR,4545,3069,1412,64
 2020-07-08,XIV,PERUNGUDI,1899,1076,798,25
 2020-07-08,XV,SOZHINGANALLUR,1541,1069,463,9
 2020-07-08,,OTHER DISTRICT,2117,785,1320,12
 2020-07-09,I,THIRUVOTTIYUR,2880,1857,957,66
 2020-07-09,II,MANALI,1331,920,396,15
 2020-07-09,III,MADHAVARAM,2343,1599,712,32
 2020-07-09,IV,TONDIARPET,8007,6315,1522,170
 2020-07-09,V,ROYAPURAM,9369,7626,1582,161
 2020-07-09,VI,THIRU VI KA NAGAR,5982,4327,1538,117
 2020-07-09,VII,AMBATTUR,3497,2212,1243,42
 2020-07-09,VIII,ANNA NAGAR,8224,5884,2236,104
 2020-07-09,IX,TEYNAMPET,8177,5967,2036,174
 2020-07-09,X,KODAMBAKKAM,8057,5388,2553,116
 2020-07-09,XI,VALASARAVAKKAM,3607,2519,1051,37
 2020-07-09,XII,ALANDUR,1974,1219,731,24
 2020-07-09,XIII,ADYAR,4618,3291,1263,64
 2020-07-09,XIV,PERUNGUDI,1924,1250,649,25
 2020-07-09,XV,SOZHINGANALLUR,1575,1125,440,10
 2020-07-09,,OTHER DISTRICT,2162,788,1362,12
 2020-07-10,I,THIRUVOTTIYUR,2909,2040,802,67
 2020-07-10,II,MANALI,1359,966,377,16
 2020-07-10,III,MADHAVARAM,2381,1698,651,32
 2020-07-10,IV,TONDIARPET,8062,6424,1464,174
 2020-07-10,V,ROYAPURAM,9461,7820,1476,165
 2020-07-10,VI,THIRU VI KA NAGAR,6029,4636,1273,120
 2020-07-10,VII,AMBATTUR,3579,2411,1125,43
 2020-07-10,VIII,ANNA NAGAR,8377,6198,2075,104
 2020-07-10,IX,TEYNAMPET,8345,6300,1868,177
 2020-07-10,X,KODAMBAKKAM,8240,5737,2383,120
 2020-07-10,XI,VALASARAVAKKAM,3681,2653,990,38
 2020-07-10,XII,ALANDUR,2029,1454,551,24
 2020-07-10,XIII,ADYAR,4728,3471,1191,66
 2020-07-10,XIV,PERUNGUDI,1946,1412,508,26
 2020-07-10,XV,SOZHINGANALLUR,1617,1150,457,10
 2020-07-10,,OTHER DISTRICT,2225,786,1425,14
 2020-07-11,I,THIRUVOTTIYUR,2927,2083,776,68
 2020-07-11,II,MANALI,1388,1068,304,16
 2020-07-11,III,MADHAVARAM,2422,1799,591,32
 2020-07-11,IV,TONDIARPET,8144,6563,1407,174
 2020-07-11,V,ROYAPURAM,9517,8047,1304,166
 2020-07-11,VI,THIRU VI KA NAGAR,6078,4744,1211,123
 2020-07-11,VII,AMBATTUR,3647,2606,997,44
 2020-07-11,VIII,ANNA NAGAR,8502,6449,1941,112
 2020-07-11,IX,TEYNAMPET,8465,6521,1760,184
 2020-07-11,X,KODAMBAKKAM,8491,5886,2481,124
 2020-07-11,XI,VALASARAVAKKAM,3773,2676,1059,38
 2020-07-11,XII,ALANDUR,2073,1477,572,24
 2020-07-11,XIII,ADYAR,4827,3536,1224,67
 2020-07-11,XIV,PERUNGUDI,1979,1522,430,27
 2020-07-11,XV,SOZHINGANALLUR,1650,1168,472,10
 2020-07-11,,OTHER DISTRICT,2274,802,1460,12
 2020-07-12,I,THIRUVOTTIYUR,2970,2195,707,68
 2020-07-12,II,MANALI,1407,1097,294,16
 2020-07-12,III,MADHAVARAM,2459,1887,540,32
 2020-07-12,IV,TONDIARPET,8217,6712,1331,174
 2020-07-12,V,ROYAPURAM,9624,8164,1290,170
 2020-07-12,VI,THIRU VI KA NAGAR,6122,4925,1069,128
 2020-07-12,VII,AMBATTUR,3723,2700,977,46
 2020-07-12,VIII,ANNA NAGAR,8635,6670,1849,116
 2020-07-12,IX,TEYNAMPET,8604,6765,1651,188
 2020-07-12,X,KODAMBAKKAM,8671,6045,2497,129
 2020-07-12,XI,VALASARAVAKKAM,3821,2803,979,39
 2020-07-12,XII,ALANDUR,2136,1515,595,26
 2020-07-12,XIII,ADYAR,4942,3549,1323,70
 2020-07-12,XIV,PERUNGUDI,1994,1585,381,28
 2020-07-12,XV,SOZHINGANALLUR,1685,1200,475,10
 2020-07-12,,OTHER DISTRICT,2327,803,1511,13
 2020-07-13,I,THIRUVOTTIYUR,2996,2244,683,69
 2020-07-13,II,MANALI,1434,1149,269,16
 2020-07-13,III,MADHAVARAM,2494,1979,483,32
 2020-07-13,IV,TONDIARPET,8283,6955,1148,180
 2020-07-13,V,ROYAPURAM,9716,8302,1243,171
 2020-07-13,VI,THIRU VI KA NAGAR,6172,5046,996,130
 2020-07-13,VII,AMBATTUR,3801,2806,949,46
 2020-07-13,VIII,ANNA NAGAR,8740,7012,1610,118
 2020-07-13,IX,TEYNAMPET,8745,6991,1562,192
 2020-07-13,X,KODAMBAKKAM,8842,6178,2530,134
 2020-07-13,XI,VALASARAVAKKAM,3889,2928,922,39
 2020-07-13,XII,ALANDUR,2185,1550,608,27
 2020-07-13,XIII,ADYAR,5057,3840,1146,71
 2020-07-13,XIV,PERUNGUDI,2023,1636,359,28
 2020-07-13,XV,SOZHINGANALLUR,1731,1252,468,11
 2020-07-13,,OTHER DISTRICT,2464,826,1625,13
 2020-07-14,I,THIRUVOTTIYUR,3033,2355,608,70
 2020-07-14,II,MANALI,1447,1151,280,16
 2020-07-14,III,MADHAVARAM,2504,2034,438,32
 2020-07-14,IV,TONDIARPET,8439,7252,1006,181
 2020-07-14,V,ROYAPURAM,9840,8455,1214,171
 2020-07-14,VI,THIRU VI KA NAGAR,6240,5110,998,132
 2020-07-14,VII,AMBATTUR,3844,2855,943,46
 2020-07-14,VIII,ANNA NAGAR,8789,7107,1560,122
 2020-07-14,IX,TEYNAMPET,8871,7177,1497,197
 2020-07-14,X,KODAMBAKKAM,8904,6569,2199,136
 2020-07-14,XI,VALASARAVAKKAM,3993,3040,914,39
 2020-07-14,XII,ALANDUR,2206,1670,508,28
 2020-07-14,XIII,ADYAR,5193,3956,1164,73
 2020-07-14,XIV,PERUNGUDI,2059,1678,353,28
 2020-07-14,XV,SOZHINGANALLUR,1782,1307,464,11
 2020-07-14,,OTHER DISTRICT,2517,836,1668,13
 2020-07-15,I,THIRUVOTTIYUR,3111,2396,642,73
 2020-07-15,II,MANALI,1473,1193,264,16
 2020-07-15,III,MADHAVARAM,2527,2090,405,32
 2020-07-15,IV,TONDIARPET,8474,7334,957,183
 2020-07-15,V,ROYAPURAM,9869,8596,1101,172
 2020-07-15,VI,THIRU VI KA NAGAR,6389,5197,1059,133
 2020-07-15,VII,AMBATTUR,3969,2990,930,49
 2020-07-15,VIII,ANNA NAGAR,9018,7321,1574,123
 2020-07-15,IX,TEYNAMPET,9042,7363,1477,202
 2020-07-15,X,KODAMBAKKAM,9111,6754,2219,138
 2020-07-15,XI,VALASARAVAKKAM,4031,3123,867,41
 2020-07-15,XII,ALANDUR,2255,1698,528,29
 2020-07-15,XIII,ADYAR,5241,4102,1065,74
 2020-07-15,XIV,PERUNGUDI,2097,1729,339,29
 2020-07-15,XV,SOZHINGANALLUR,1790,1384,395,11
 2020-07-15,,OTHER DISTRICT,2563,766,1784,13
 2020-07-16,I,THIRUVOTTIYUR,3129,2442,614,73
 2020-07-16,II,MANALI,1492,1267,209,16
 2020-07-16,III,MADHAVARAM,2564,2113,419,32
 2020-07-16,IV,TONDIARPET,8546,7512,848,186
 2020-07-16,V,ROYAPURAM,9955,8641,1141,173
 2020-07-16,VI,THIRU VI KA NAGAR,6518,5343,1039,136
 2020-07-16,VII,AMBATTUR,4035,3057,927,51
 2020-07-16,VIII,ANNA NAGAR,9223,7540,1553,130
 2020-07-16,IX,TEYNAMPET,9140,7505,1432,203
 2020-07-16,X,KODAMBAKKAM,9206,6991,2077,138
 2020-07-16,XI,VALASARAVAKKAM,4081,3294,744,43
 2020-07-16,XII,ALANDUR,2323,1818,476,29
 2020-07-16,XIII,ADYAR,5350,4256,1017,77
 2020-07-16,XIV,PERUNGUDI,2130,1770,331,29
 2020-07-16,XV,SOZHINGANALLUR,1820,1432,377,11
 2020-07-16,,OTHER DISTRICT,2615,767,1834,14
 2020-07-17,I,THIRUVOTTIYUR,3140,2540,527,73
 2020-07-17,II,MANALI,1498,1277,205,16
 2020-07-17,III,MADHAVARAM,2603,2184,386,33
 2020-07-17,IV,TONDIARPET,8630,7625,816,189
 2020-07-17,V,ROYAPURAM,10084,8766,1146,172
 2020-07-17,VI,THIRU VI KA NAGAR,6672,5485,1042,145
 2020-07-17,VII,AMBATTUR,4122,3177,893,52
 2020-07-17,VIII,ANNA NAGAR,9444,7693,1609,142
 2020-07-17,IX,TEYNAMPET,9227,7582,1441,204
 2020-07-17,X,KODAMBAKKAM,9411,7172,2099,140
 2020-07-17,XI,VALASARAVAKKAM,4106,3341,720,45
 2020-07-17,XII,ALANDUR,2362,1882,449,31
 2020-07-17,XIII,ADYAR,5400,4318,1002,80
 2020-07-17,XIV,PERUNGUDI,2171,1788,354,29
 2020-07-17,XV,SOZHINGANALLUR,1827,1471,344,12
 2020-07-17,,OTHER DISTRICT,2679,776,1890,13
 2020-07-18,I,THIRUVOTTIYUR,3153,2575,505,73
 2020-07-18,II,MANALI,1544,1288,239,17
 2020-07-18,III,MADHAVARAM,2649,2199,415,35
 2020-07-18,IV,TONDIARPET,8644,7688,765,191
 2020-07-18,V,ROYAPURAM,10177,8902,1100,175
 2020-07-18,VI,THIRU VI KA NAGAR,6775,5519,1108,148
 2020-07-18,VII,AMBATTUR,4215,3271,892,52
 2020-07-18,VIII,ANNA NAGAR,9602,7897,1561,144
 2020-07-18,IX,TEYNAMPET,9329,7778,1345,206
 2020-07-18,X,KODAMBAKKAM,9560,7331,2082,147
 2020-07-18,XI,VALASARAVAKKAM,4163,3385,730,48
 2020-07-18,XII,ALANDUR,2433,1889,512,32
 2020-07-18,XIII,ADYAR,5540,4371,1088,81
 2020-07-18,XIV,PERUNGUDI,2215,1847,338,30
 2020-07-18,XV,SOZHINGANALLUR,1871,1487,372,12
 2020-07-18,,OTHER DISTRICT,2727,766,1945,16
 2020-07-19,I,THIRUVOTTIYUR,3245,2627,545,73
 2020-07-19,II,MANALI,1578,1306,255,17
 2020-07-19,III,MADHAVARAM,2658,2234,389,35
 2020-07-19,IV,TONDIARPET,8750,7751,807,192
 2020-07-19,V,ROYAPURAM,10240,9031,1033,176
 2020-07-19,VI,THIRU VI KA NAGAR,6853,5691,1009,153
 2020-07-19,VII,AMBATTUR,4304,3346,905,53
 2020-07-19,VIII,ANNA NAGAR,9745,8011,1586,148
 2020-07-19,IX,TEYNAMPET,9421,7896,1316,209
 2020-07-19,X,KODAMBAKKAM,9727,7456,2119,152
 2020-07-19,XI,VALASARAVAKKAM,4288,3515,723,50
 2020-07-19,XII,ALANDUR,2504,1934,537,33
 2020-07-19,XIII,ADYAR,5609,4442,1085,82
 2020-07-19,XIV,PERUNGUDI,2259,1872,355,32
 2020-07-19,XV,SOZHINGANALLUR,1908,1507,389,12
 2020-07-19,,OTHER DISTRICT,2769,763,1989,17
 2020-07-20,I,THIRUVOTTIYUR,3252,2697,482,73
 2020-07-20,II,MANALI,1580,1333,230,17
 2020-07-20,III,MADHAVARAM,2690,2269,385,36
 2020-07-20,IV,TONDIARPET,8803,7802,808,193
 2020-07-20,V,ROYAPURAM,10296,9116,1002,178
 2020-07-20,VI,THIRU VI KA NAGAR,6972,5703,1114,155
 2020-07-20,VII,AMBATTUR,4377,3412,909,56
 2020-07-20,VIII,ANNA NAGAR,9940,8160,1629,151
 2020-07-20,IX,TEYNAMPET,9525,8062,1250,213
 2020-07-20,X,KODAMBAKKAM,9939,7810,1977,152
 2020-07-20,XI,VALASARAVAKKAM,4369,3592,725,52
 2020-07-20,XII,ALANDUR,2553,1948,571,34
 2020-07-20,XIII,ADYAR,5800,4549,1167,84
 2020-07-20,XIV,PERUNGUDI,2319,1892,394,33
 2020-07-20,XV,SOZHINGANALLUR,1947,1527,408,12
 2020-07-20,,OTHER DISTRICT,2872,779,2076,17
 2020-07-21,I,THIRUVOTTIYUR,3285,2723,488,74
 2020-07-21,II,MANALI,1612,1363,232,17
 2020-07-21,III,MADHAVARAM,2735,2312,387,36
 2020-07-21,IV,TONDIARPET,8849,7885,771,193
 2020-07-21,V,ROYAPURAM,10374,9166,1029,179
 2020-07-21,VI,THIRU VI KA NAGAR,7050,5722,1171,157
 2020-07-21,VII,AMBATTUR,4487,3490,939,58
 2020-07-21,VIII,ANNA NAGAR,10073,8291,1628,154
 2020-07-21,IX,TEYNAMPET,9622,8186,1223,213
 2020-07-21,X,KODAMBAKKAM,10085,7982,1947,156
 2020-07-21,XI,VALASARAVAKKAM,4474,3679,740,55
 2020-07-21,XII,ALANDUR,2592,1972,586,34
 2020-07-21,XIII,ADYAR,5915,4657,1173,85
 2020-07-21,XIV,PERUNGUDI,2336,1930,373,33
 2020-07-21,XV,SOZHINGANALLUR,1971,1583,375,13
 2020-07-21,,OTHER DISTRICT,2916,1008,1890,18
 2020-07-22,I,THIRUVOTTIYUR,3335,2785,450,100
 2020-07-22,II,MANALI,1613,1383,206,24
 2020-07-22,III,MADHAVARAM,2756,2359,354,43
 2020-07-22,IV,TONDIARPET,8894,7933,723,238
 2020-07-22,V,ROYAPURAM,10440,9262,933,245
 2020-07-22,VI,THIRU VI KA NAGAR,7163,5833,1131,199
 2020-07-22,VII,AMBATTUR,4579,3579,926,74
 2020-07-22,VIII,ANNA NAGAR,10260,8393,1656,211
 2020-07-22,IX,TEYNAMPET,9759,8288,1176,295
 2020-07-22,X,KODAMBAKKAM,10318,8080,2029,209
 2020-07-22,XI,VALASARAVAKKAM,4498,3721,701,76
 2020-07-22,XII,ALANDUR,2637,2032,566,39
 2020-07-22,XIII,ADYAR,5976,4711,1157,108
 2020-07-22,XIV,PERUNGUDI,2383,1938,403,42
 2020-07-22,XV,SOZHINGANALLUR,1977,1630,331,16
 2020-07-22,,OTHER DISTRICT,2973,1754,1199,20
 2020-07-23,I,THIRUVOTTIYUR,3356,2823,433,100
 2020-07-23,II,MANALI,1640,1406,210,24
 2020-07-23,III,MADHAVARAM,2805,2392,370,43
 2020-07-23,IV,TONDIARPET,8932,7994,700,238
 2020-07-23,V,ROYAPURAM,10480,9349,885,246
 2020-07-23,VI,THIRU VI KA NAGAR,7270,5858,1213,199
 2020-07-23,VII,AMBATTUR,4683,3670,938,75
 2020-07-23,VIII,ANNA NAGAR,10397,8496,1689,212
 2020-07-23,IX,TEYNAMPET,9877,8425,1155,297
 2020-07-23,X,KODAMBAKKAM,10545,8228,2108,209
 2020-07-23,XI,VALASARAVAKKAM,4622,3796,748,78
 2020-07-23,XII,ALANDUR,2665,2083,542,40
 2020-07-23,XIII,ADYAR,6152,4897,1146,109
 2020-07-23,XIV,PERUNGUDI,2419,1970,407,42
 2020-07-23,XV,SOZHINGANALLUR,2020,1667,337,16
 2020-07-23,,OTHER DISTRICT,3037,2330,688,19
 2020-07-24,I,THIRUVOTTIYUR,3367,2853,413,101
 2020-07-24,II,MANALI,1640,1420,196,24
 2020-07-24,III,MADHAVARAM,2854,2404,407,43
 2020-07-24,IV,TONDIARPET,8978,8148,591,239
 2020-07-24,V,ROYAPURAM,10537,9474,817,246
 2020-07-24,VI,THIRU VI KA NAGAR,7375,5954,1221,200
 2020-07-24,VII,AMBATTUR,4798,3726,996,76
 2020-07-24,VIII,ANNA NAGAR,10511,8541,1756,214
 2020-07-24,IX,TEYNAMPET,9987,8546,1136,305
 2020-07-24,X,KODAMBAKKAM,10692,8292,2189,211
 2020-07-24,XI,VALASARAVAKKAM,4817,3891,846,80
 2020-07-24,XII,ALANDUR,2724,2148,536,40
 2020-07-24,XIII,ADYAR,6296,5030,1155,111
 2020-07-24,XIV,PERUNGUDI,2465,2005,417,43
 2020-07-24,XV,SOZHINGANALLUR,2052,1727,309,16
 2020-07-24,,OTHER DISTRICT,3113,2335,758,20
 2020-07-25,I,THIRUVOTTIYUR,3463,2953,407,103
 2020-07-25,II,MANALI,1681,1451,206,24
 2020-07-25,III,MADHAVARAM,3002,2464,495,43
 2020-07-25,IV,TONDIARPET,9181,8337,605,239
 2020-07-25,V,ROYAPURAM,10784,9594,941,249
 2020-07-25,VI,THIRU VI KA NAGAR,7571,6125,1242,204
 2020-07-25,VII,AMBATTUR,5074,3983,1014,77
 2020-07-25,VIII,ANNA NAGAR,10850,8905,1727,218
 2020-07-25,IX,TEYNAMPET,10359,8910,1143,306
 2020-07-25,X,KODAMBAKKAM,11106,8603,2291,212
 2020-07-25,XI,VALASARAVAKKAM,4981,4065,836,80
 2020-07-25,XII,ALANDUR,2885,2243,601,41
 2020-07-25,XIII,ADYAR,6535,5254,1170,111
 2020-07-25,XIV,PERUNGUDI,2594,2103,448,43
 2020-07-25,XV,SOZHINGANALLUR,2096,1785,295,16
 2020-07-25,,OTHER DISTRICT,1375,850,502,23
 2020-07-26,I,THIRUVOTTIYUR,3519,2975,441,103
 2020-07-26,II,MANALI,1698,1476,196,26
 2020-07-26,III,MADHAVARAM,3040,2509,488,43
 2020-07-26,IV,TONDIARPET,9246,8401,605,240
 2020-07-26,V,ROYAPURAM,10898,9742,906,250
 2020-07-26,VI,THIRU VI KA NAGAR,7669,6290,1171,208
 2020-07-26,VII,AMBATTUR,5213,4035,1100,78
 2020-07-26,VIII,ANNA NAGAR,10910,9089,1601,220
 2020-07-26,IX,TEYNAMPET,10432,9005,1116,311
 2020-07-26,X,KODAMBAKKAM,11146,8739,2192,215
 2020-07-26,XI,VALASARAVAKKAM,5081,4113,886,82
 2020-07-26,XII,ALANDUR,2924,2345,538,41
 2020-07-26,XIII,ADYAR,6658,5364,1180,114
 2020-07-26,XIV,PERUNGUDI,2654,2142,468,44
 2020-07-26,XV,SOZHINGANALLUR,2185,1801,368,16
 2020-07-26,,OTHER DISTRICT,1422,914,488,20
 2020-07-27,I,THIRUVOTTIYUR,3561,2999,458,104
 2020-07-27,II,MANALI,1710,1485,198,27
 2020-07-27,III,MADHAVARAM,3116,2541,532,43
 2020-07-27,IV,TONDIARPET,9328,8486,602,240
 2020-07-27,V,ROYAPURAM,10977,9874,852,251
 2020-07-27,VI,THIRU VI KA NAGAR,7710,6462,1038,210
 2020-07-27,VII,AMBATTUR,5318,4118,1119,81
 2020-07-27,VIII,ANNA NAGAR,11002,9252,1529,221
 2020-07-27,IX,TEYNAMPET,10485,9103,1069,313
 2020-07-27,X,KODAMBAKKAM,11251,9063,1970,218
 2020-07-27,XI,VALASARAVAKKAM,5200,4150,963,87
 2020-07-27,XII,ALANDUR,2988,2382,565,41
 2020-07-27,XIII,ADYAR,6799,5424,1260,115
 2020-07-27,XIV,PERUNGUDI,2691,2179,468,44
 2020-07-27,XV,SOZHINGANALLUR,2246,1821,409,16
 2020-07-27,,OTHER DISTRICT,1475,1422,32,21
 2020-07-28,I,THIRUVOTTIYUR,3569,3023,442,104
 2020-07-28,II,MANALI,1714,1529,158,27
 2020-07-28,III,MADHAVARAM,3175,2588,543,44
 2020-07-28,IV,TONDIARPET,9375,8499,634,242
 2020-07-28,V,ROYAPURAM,11034,9974,808,252
 2020-07-28,VI,THIRU VI KA NAGAR,7885,6542,1129,214
 2020-07-28,VII,AMBATTUR,5428,4188,1159,81
 2020-07-28,VIII,ANNA NAGAR,11085,9407,1456,222
 2020-07-28,IX,TEYNAMPET,10535,9205,1014,316
 2020-07-28,X,KODAMBAKKAM,11325,9264,1840,221
 2020-07-28,XI,VALASARAVAKKAM,5280,4187,1005,88
 2020-07-28,XII,ALANDUR,3025,2418,565,42
 2020-07-28,XIII,ADYAR,6863,5541,1203,119
 2020-07-28,XIV,PERUNGUDI,2730,2222,464,44
 2020-07-28,XV,SOZHINGANALLUR,2267,1820,430,17
 2020-07-28,,OTHER DISTRICT,1148,1123,2,23
 2020-07-29,I,THIRUVOTTIYUR,3611,3108,398,105
 2020-07-29,II,MANALI,1723,1564,132,27
 2020-07-29,III,MADHAVARAM,3240,2617,578,45
 2020-07-29,IV,TONDIARPET,9444,8600,602,242
 2020-07-29,V,ROYAPURAM,11102,10041,806,255
 2020-07-29,VI,THIRU VI KA NAGAR,7975,6623,1137,215
 2020-07-29,VII,AMBATTUR,5565,4283,1198,84
 2020-07-29,VIII,ANNA NAGAR,11216,9540,1453,223
 2020-07-29,IX,TEYNAMPET,10624,9294,1013,317
 2020-07-29,X,KODAMBAKKAM,11431,9475,1734,222
 2020-07-29,XI,VALASARAVAKKAM,5334,4308,937,89
 2020-07-29,XII,ALANDUR,3090,2469,578,43
 2020-07-29,XIII,ADYAR,6919,5604,1194,121
 2020-07-29,XIV,PERUNGUDI,2808,2262,502,44
 2020-07-29,XV,SOZHINGANALLUR,2271,1855,399,17
 2020-07-29,,OTHER DISTRICT,1222,1121,74,27
 2020-07-30,I,THIRUVOTTIYUR,3647,3122,417,108
 2020-07-30,II,MANALI,1735,1567,141,27
 2020-07-30,III,MADHAVARAM,3322,2644,633,45
 2020-07-30,IV,TONDIARPET,9497,8652,603,242
 2020-07-30,V,ROYAPURAM,11172,10090,826,256
 2020-07-30,VI,THIRU VI KA NAGAR,8015,6705,1094,216
 2020-07-30,VII,AMBATTUR,5697,4346,1266,85
 2020-07-30,VIII,ANNA NAGAR,11297,9709,1362,226
 2020-07-30,IX,TEYNAMPET,10744,9398,1025,321
 2020-07-30,X,KODAMBAKKAM,11465,9629,1613,223
 2020-07-30,XI,VALASARAVAKKAM,5463,4395,978,90
 2020-07-30,XII,ALANDUR,3134,2527,563,44
 2020-07-30,XIII,ADYAR,7076,5788,1167,121
 2020-07-30,XIV,PERUNGUDI,2847,2323,479,45
 2020-07-30,XV,SOZHINGANALLUR,2355,1871,466,18
 2020-07-30,,OTHER DISTRICT,1301,1124,152,25
 2020-07-31,I,THIRUVOTTIYUR,3665,3156,400,109
 2020-07-31,II,MANALI,1743,1599,117,27
 2020-07-31,III,MADHAVARAM,3340,2664,631,45
 2020-07-31,IV,TONDIARPET,9523,8694,587,242
 2020-07-31,V,ROYAPURAM,11237,10167,812,258
 2020-07-31,VI,THIRU VI KA NAGAR,8069,6801,1050,218
 2020-07-31,VII,AMBATTUR,5861,4467,1307,87
 2020-07-31,VIII,ANNA NAGAR,11444,9831,1385,228
 2020-07-31,IX,TEYNAMPET,10817,9434,1062,321
 2020-07-31,X,KODAMBAKKAM,11599,9766,1606,227
 2020-07-31,XI,VALASARAVAKKAM,5515,4494,926,95
 2020-07-31,XII,ALANDUR,3177,2591,541,45
 2020-07-31,XIII,ADYAR,7162,5892,1149,121
 2020-07-31,XIV,PERUNGUDI,2886,2337,504,45
 2020-07-31,XV,SOZHINGANALLUR,2390,1917,454,19
 2020-07-31,,OTHER DISTRICT,1366,1106,234,26
 2020-08-01,I,THIRUVOTTIYUR,3698,3185,402,111
 2020-08-01,II,MANALI,1761,1601,133,27
 2020-08-01,III,MADHAVARAM,3383,2676,661,46
 2020-08-01,IV,TONDIARPET,9610,8742,626,242
 2020-08-01,V,ROYAPURAM,11321,10244,817,260
 2020-08-01,VI,THIRU VI KA NAGAR,8116,6932,962,222
 2020-08-01,VII,AMBATTUR,5956,4559,1307,90
 2020-08-01,VIII,ANNA NAGAR,11565,10004,1327,234
 2020-08-01,IX,TEYNAMPET,10892,9623,943,326
 2020-08-01,X,KODAMBAKKAM,11700,9962,1511,227
 2020-08-01,XI,VALASARAVAKKAM,5623,4523,1004,96
 2020-08-01,XII,ALANDUR,3233,2631,557,45
 2020-08-01,XIII,ADYAR,7226,5958,1145,123
 2020-08-01,XIV,PERUNGUDI,2945,2388,512,45
 2020-08-01,XV,SOZHINGANALLUR,2425,1936,470,19
 2020-08-01,,OTHER DISTRICT,1423,1337,59,27
 2020-08-02,I,THIRUVOTTIYUR,3775,3204,460,111
 2020-08-02,II,MANALI,1764,1624,113,27
 2020-08-02,III,MADHAVARAM,3430,2746,638,46
 2020-08-02,IV,TONDIARPET,9687,8778,666,243
 2020-08-02,V,ROYAPURAM,11376,10278,837,261
 2020-08-02,VI,THIRU VI KA NAGAR,8212,7045,944,223
 2020-08-02,VII,AMBATTUR,6107,4678,1338,91
 2020-08-02,VIII,ANNA NAGAR,11657,10133,1288,236
 2020-08-02,IX,TEYNAMPET,10986,9740,918,328
 2020-08-02,X,KODAMBAKKAM,11844,10220,1394,230
 2020-08-02,XI,VALASARAVAKKAM,5668,4645,926,97
 2020-08-02,XII,ALANDUR,3279,2664,566,49
 2020-08-02,XIII,ADYAR,7278,6143,1011,124
 2020-08-02,XIV,PERUNGUDI,2981,2421,515,45
 2020-08-02,XV,SOZHINGANALLUR,2432,1954,459,19
 2020-08-02,,OTHER DISTRICT,1475,1331,117,27
 2020-08-03,I,THIRUVOTTIYUR,3801,3237,453,111
 2020-08-03,II,MANALI,1767,1627,113,27
 2020-08-03,III,MADHAVARAM,3467,2800,619,48
 2020-08-03,IV,TONDIARPET,9732,8827,661,244
 2020-08-03,V,ROYAPURAM,11422,10334,827,261
 2020-08-03,VI,THIRU VI KA NAGAR,8296,7140,931,225
 2020-08-03,VII,AMBATTUR,6181,4753,1334,94
 2020-08-03,VIII,ANNA NAGAR,11758,10270,1250,238
 2020-08-03,IX,TEYNAMPET,11074,9844,900,330
 2020-08-03,X,KODAMBAKKAM,11940,10352,1357,231
 2020-08-03,XI,VALASARAVAKKAM,5821,4832,890,99
 2020-08-03,XII,ALANDUR,3329,2719,561,49
 2020-08-03,XIII,ADYAR,7347,6277,944,126
 2020-08-03,XIV,PERUNGUDI,3033,2462,526,45
 2020-08-03,XV,SOZHINGANALLUR,2472,2003,449,20
 2020-08-03,,OTHER DISTRICT,1545,1349,168,28
 2020-08-04,I,THIRUVOTTIYUR,3817,3282,423,112
 2020-08-04,II,MANALI,1770,1654,89,27
 2020-08-04,III,MADHAVARAM,3493,2876,568,49
 2020-08-04,IV,TONDIARPET,9754,8865,645,244
 2020-08-04,V,ROYAPURAM,11462,10404,796,262
 2020-08-04,VI,THIRU VI KA NAGAR,8386,7206,952,228
 2020-08-04,VII,AMBATTUR,6336,4836,1401,99
 2020-08-04,VIII,ANNA NAGAR,11870,10432,1198,240
 2020-08-04,IX,TEYNAMPET,11133,9997,804,332
 2020-08-04,X,KODAMBAKKAM,12099,10519,1349,231
 2020-08-04,XI,VALASARAVAKKAM,5856,4855,900,101
 2020-08-04,XII,ALANDUR,3369,2798,520,51
 2020-08-04,XIII,ADYAR,7474,6336,1012,126
