Date,Zone Name,No. of Camp,Nos Attended,No of ILI cases,ILI %,
22-09-2020,ANNA NAGAR,45,1997,89,4%,89
22-09-2020,TEYNAMPET,51,2268,256,11%,256
22-09-2020,KODAMBAKKAM,28,1257,40,3%,40
22-09-2020,VALASARAVAKKAM,22,1125,31,3%,31
22-09-2020,ALANDUR,32,969,33,3%,33
22-09-2020,ADYAR,38,1930,149,8%,147
22-09-2020,PERUNGUDI,24,787,159,20%,159
22-09-2020,SOZHINGANALLUR,25,1261,23,2%,23
23-09-2020,THIRUVOTTIYUR,12,516,25,5%,25
23-09-2020,MANALI,8,504,20,4%,20
23-09-2020,MADHAVARAM,11,789,46,6%,46
23-09-2020,TONDIARPET,41,1314,55,4%,55
23-09-2020,ROYAPURAM,30,1499,47,3%,47
23-09-2020,THIRU VI KA NAGAR,45,2698,102,4%,102
23-09-2020,AMBATTUR,28,1360,14,1%,14
23-09-2020,ANNA NAGAR,45,2101,97,5%,97
23-09-2020,TEYNAMPET,51,2482,221,9%,221
23-09-2020,KODAMBAKKAM,33,1476,43,3%,43
23-09-2020,VALASARAVAKKAM,24,1391,37,3%,37
23-09-2020,ALANDUR,28,1025,31,3%,31
23-09-2020,ADYAR,43,2311,139,6%,139
23-09-2020,PERUNGUDI,20,694,100,14%,100
23-09-2020,SOZHINGANALLUR,25,1413,40,3%,40
24-09-2020,THIRUVOTTIYUR,12,502,25,5%,25
24-09-2020,MANALI,7,428,27,6%,27
24-09-2020,MADHAVARAM,13,731,39,5%,39
24-09-2020,TONDIARPET,44,1387,49,4%,49
24-09-2020,ROYAPURAM,33,1625,89,5%,89
24-09-2020,THIRU VI KA NAGAR,40,2451,87,4%,87
24-09-2020,AMBATTUR,32,1583,15,1%,15
24-09-2020,ANNA NAGAR,45,1807,101,6%,101
24-09-2020,TEYNAMPET,51,2051,236,12%,236
24-09-2020,KODAMBAKKAM,36,1556,35,2%,35
24-09-2020,VALASARAVAKKAM,27,1266,33,3%,33
24-09-2020,ALANDUR,30,831,23,3%,23
24-09-2020,ADYAR,40,2282,169,7%,168
24-09-2020,PERUNGUDI,26,866,145,17%,145
24-09-2020,SOZHINGANALLUR,25,1281,36,3%,36
25-09-2020,THIRUVOTTIYUR,11,488,39,8%,39
25-09-2020,MANALI,4,308,18,6%,18
25-09-2020,MADHAVARAM,13,780,19,2%,19
25-09-2020,TONDIARPET,44,1418,79,6%,79
25-09-2020,ROYAPURAM,36,1777,53,3%,53
25-09-2020,THIRU VI KA NAGAR,40,2472,111,4%,111
25-09-2020,AMBATTUR,30,1424,9,1%,9
25-09-2020,ANNA NAGAR,42,1778,113,6%,113
25-09-2020,TEYNAMPET,51,2100,229,11%,229
25-09-2020,KODAMBAKKAM,25,1244,14,1%,14
25-09-2020,VALASARAVAKKAM,25,1282,29,2%,29
25-09-2020,ALANDUR,34,992,38,4%,38
25-09-2020,ADYAR,37,1802,164,9%,162
25-09-2020,PERUNGUDI,19,552,109,20%,109
25-09-2020,SOZHINGANALLUR,25,1289,31,2%,31
26-09-2020,THIRUVOTTIYUR,13,376,25,7%,25
26-09-2020,MANALI,4,349,10,3%,10
26-09-2020,MADHAVARAM,13,633,46,7%,46
26-09-2020,TONDIARPET,42,1378,54,4%,54
26-09-2020,ROYAPURAM,35,1764,51,3%,51
26-09-2020,THIRU VI KA NAGAR,37,2075,99,5%,99
26-09-2020,AMBATTUR,34,1561,14,1%,14
26-09-2020,ANNA NAGAR,35,1506,58,4%,58
26-09-2020,TEYNAMPET,51,2096,218,10%,218
26-09-2020,KODAMBAKKAM,29,1445,8,1%,8
26-09-2020,VALASARAVAKKAM,26,1251,61,5%,61
26-09-2020,ALANDUR,26,951,56,6%,56
26-09-2020,ADYAR,37,1784,153,9%,153
26-09-2020,PERUNGUDI,24,662,76,11%,76
26-09-2020,SOZHINGANALLUR,25,1224,28,2%,28
27-09-2020,THIRUVOTTIYUR,11,89,22,25%,22
27-09-2020,MANALI,4,109,1,1%,1
27-09-2020,MADHAVARAM,10,274,14,5%,14
27-09-2020,TONDIARPET,39,810,17,2%,17
27-09-2020,ROYAPURAM,37,825,52,6%,52
27-09-2020,THIRU VI KA NAGAR,30,739,44,6%,44
27-09-2020,AMBATTUR,28,923,12,1%,12
27-09-2020,ANNA NAGAR,29,644,77,12%,77
27-09-2020,TEYNAMPET,47,1439,182,13%,178
27-09-2020,KODAMBAKKAM,29,1224,29,2%,29
27-09-2020,VALASARAVAKKAM,23,607,21,3%,21
27-09-2020,ALANDUR,23,336,13,4%,13
27-09-2020,ADYAR,23,676,85,13%,85
27-09-2020,PERUNGUDI,14,421,81,19%,71
27-09-2020,SOZHINGANALLUR,9,196,9,5%,9
28-09-2020,THIRUVOTTIYUR,14,443,109,25%,109
28-09-2020,MANALI,4,294,13,4%,13
28-09-2020,MADHAVARAM,10,693,56,8%,56
28-09-2020,TONDIARPET,47,1783,87,5%,87
28-09-2020,ROYAPURAM,33,1957,105,5%,105
28-09-2020,THIRU VI KA NAGAR,40,2435,105,4%,105
28-09-2020,AMBATTUR,33,1811,25,1%,25
28-09-2020,ANNA NAGAR,40,2026,100,5%,100
28-09-2020,TEYNAMPET,51,2352,227,10%,227
28-09-2020,KODAMBAKKAM,27,1338,33,2%,33
28-09-2020,VALASARAVAKKAM,24,1269,48,4%,48
28-09-2020,ALANDUR,32,1044,68,7%,68
28-09-2020,ADYAR,40,2203,165,7%,164
28-09-2020,PERUNGUDI,22,793,125,16%,125
28-09-2020,SOZHINGANALLUR,24,1317,20,2%,20
29-09-2020,THIRUVOTTIYUR,12,566,65,11%,65
29-09-2020,MANALI,4,326,16,5%,16
29-09-2020,MADHAVARAM,10,710,52,7%,52
29-09-2020,TONDIARPET,41,1520,85,6%,85
29-09-2020,ROYAPURAM,30,1636,62,4%,62
29-09-2020,THIRU VI KA NAGAR,37,2380,90,4%,90
29-09-2020,AMBATTUR,32,1617,17,1%,17
29-09-2020,ANNA NAGAR,48,2196,132,6%,132
29-09-2020,TEYNAMPET,51,2353,218,9%,218
29-09-2020,KODAMBAKKAM,30,1496,21,1%,21
29-09-2020,VALASARAVAKKAM,24,1176,47,4%,47
29-09-2020,ALANDUR,32,1016,66,6%,66
29-09-2020,ADYAR,41,1884,158,8%,151
29-09-2020,PERUNGUDI,24,770,103,13%,103
29-09-2020,SOZHINGANALLUR,25,1296,26,2%,26
30-09-2020,THIRUVOTTIYUR,12,525,72,14%,72
30-09-2020,MANALI,4,290,12,4%,12
30-09-2020,MADHAVARAM,11,857,33,4%,33
30-09-2020,TONDIARPET,38,1252,41,3%,41
30-09-2020,ROYAPURAM,31,1790,77,4%,77
30-09-2020,THIRU VI KA NAGAR,35,2241,69,3%,69
30-09-2020,AMBATTUR,31,1546,19,1%,19
30-09-2020,ANNA NAGAR,42,1752,79,5%,79
30-09-2020,TEYNAMPET,51,2275,213,9%,213
30-09-2020,KODAMBAKKAM,34,1707,35,2%,35
30-09-2020,VALASARAVAKKAM,29,1323,34,3%,34
30-09-2020,ALANDUR,34,1094,42,4%,42
30-09-2020,ADYAR,37,1776,151,9%,151
30-09-2020,PERUNGUDI,20,865,120,14%,120
30-09-2020,SOZHINGANALLUR,25,1258,25,2%,25
01-10-2020,THIRUVOTTIYUR,12,193,61,32%,61
01-10-2020,MANALI,4,270,9,3%,9
01-10-2020,MADHAVARAM,13,785,42,5%,42
01-10-2020,TONDIARPET,41,1200,38,3%,38
01-10-2020,ROYAPURAM,33,1738,89,5%,89
01-10-2020,THIRU VI KA NAGAR,39,2420,89,4%,89
01-10-2020,AMBATTUR,30,1334,10,1%,10
01-10-2020,ANNA NAGAR,51,2086,131,6%,131
01-10-2020,TEYNAMPET,51,2025,221,11%,221
01-10-2020,KODAMBAKKAM,39,2103,23,1%,8
01-10-2020,VALASARAVAKKAM,26,1261,44,3%,44
01-10-2020,ALANDUR,34,1020,56,5%,56
01-10-2020,ADYAR,40,1748,158,9%,154
01-10-2020,PERUNGUDI,24,805,100,12%,100
01-10-2020,SOZHINGANALLUR,25,1076,22,2%,22
02-10-2020,THIRUVOTTIYUR,13,408,44,11%,44
02-10-2020,MANALI,4,280,6,2%,6
02-10-2020,MADHAVARAM,11,485,53,11%,53
02-10-2020,TONDIARPET,47,1535,43,3%,43
02-10-2020,ROYAPURAM,32,1334,76,6%,76
02-10-2020,THIRU VI KA NAGAR,32,1500,72,5%,69
02-10-2020,AMBATTUR,29,1106,10,1%,10
02-10-2020,ANNA NAGAR,38,1378,65,5%,65
02-10-2020,TEYNAMPET,51,2011,228,11%,228
02-10-2020,KODAMBAKKAM,36,1846,49,3%,49
02-10-2020,VALASARAVAKKAM,24,849,26,3%,26
02-10-2020,ALANDUR,32,736,29,4%,29
02-10-2020,ADYAR,34,1297,130,10%,129
02-10-2020,PERUNGUDI,22,773,95,12%,95
02-10-2020,SOZHINGANALLUR,23,921,14,2%,14
03-10-2020,THIRUVOTTIYUR,13,475,53,11%,53
03-10-2020,MANALI,4,279,9,3%,9
03-10-2020,MADHAVARAM,13,663,40,6%,40
03-10-2020,TONDIARPET,41,1361,105,8%,105
03-10-2020,ROYAPURAM,32,1474,86,6%,86
03-10-2020,THIRU VI KA NAGAR,32,1878,83,4%,83
03-10-2020,AMBATTUR,32,1444,12,1%,12
03-10-2020,ANNA NAGAR,27,1296,65,5%,65
03-10-2020,TEYNAMPET,49,2030,197,10%,197
03-10-2020,KODAMBAKKAM,31,1812,27,1%,27
03-10-2020,VALASARAVAKKAM,26,1068,24,2%,24
03-10-2020,ALANDUR,30,864,29,3%,28
03-10-2020,ADYAR,40,1844,140,8%,140
03-10-2020,PERUNGUDI,16,538,85,16%,85
03-10-2020,SOZHINGANALLUR,23,899,22,2%,22
04-10-2020,THIRUVOTTIYUR,12,158,63,40%,63
04-10-2020,MANALI,4,101,8,8%,8
04-10-2020,MADHAVARAM,12,252,28,11%,28
04-10-2020,TONDIARPET,47,949,57,6%,57
04-10-2020,ROYAPURAM,33,857,43,5%,43
04-10-2020,THIRU VI KA NAGAR,31,753,38,5%,38
04-10-2020,AMBATTUR,27,768,3,0%,3
04-10-2020,ANNA NAGAR,24,613,45,7%,45
04-10-2020,TEYNAMPET,50,1444,217,15%,217
04-10-2020,KODAMBAKKAM,36,1556,35,2%,35
04-10-2020,VALASARAVAKKAM,22,679,31,5%,31
04-10-2020,ALANDUR,24,351,3,1%,3
04-10-2020,ADYAR,23,606,104,17%,104
04-10-2020,PERUNGUDI,14,602,77,13%,77
04-10-2020,SOZHINGANALLUR,8,119,0,0%,0
05-10-2020,THIRUVOTTIYUR,14,576,95,16%,95
05-10-2020,MANALI,4,332,16,5%,16
05-10-2020,MADHAVARAM,10,636,64,10%,64
05-10-2020,TONDIARPET,47,1376,102,7%,102
05-10-2020,ROYAPURAM,32,1822,85,5%,85
05-10-2020,THIRU VI KA NAGAR,40,2639,94,4%,94
05-10-2020,AMBATTUR,31,1454,17,1%,17
05-10-2020,ANNA NAGAR,37,1558,55,4%,55
05-10-2020,TEYNAMPET,51,2632,279,11%,279
05-10-2020,KODAMBAKKAM,36,1683,22,1%,22
05-10-2020,VALASARAVAKKAM,26,1305,39,3%,39
05-10-2020,ALANDUR,30,972,45,5%,45
05-10-2020,ADYAR,39,1927,181,9%,181
05-10-2020,PERUNGUDI,24,831,162,19%,162
05-10-2020,SOZHINGANALLUR,23,1213,17,1%,17
06-10-2020,THIRUVOTTIYUR,14,674,70,10%,70
06-10-2020,MANALI,4,328,7,2%,7
06-10-2020,MADHAVARAM,10,789,65,8%,65
06-10-2020,TONDIARPET,44,1518,47,3%,47
06-10-2020,ROYAPURAM,32,1616,66,4%,66
06-10-2020,THIRU VI KA NAGAR,35,2484,78,3%,78
06-10-2020,AMBATTUR,32,1603,22,1%,22
06-10-2020,ANNA NAGAR,44,1919,94,5%,94
06-10-2020,TEYNAMPET,51,2276,216,9%,216
06-10-2020,KODAMBAKKAM,33,1979,54,3%,54
06-10-2020,VALASARAVAKKAM,25,1299,71,5%,71
06-10-2020,ALANDUR,30,1000,40,4%,40
06-10-2020,ADYAR,38,1944,176,9%,176
06-10-2020,PERUNGUDI,26,982,126,13%,126
06-10-2020,SOZHINGANALLUR,23,670,26,4%,26
07-10-2020,THIRUVOTTIYUR,13,588,52,9%,52
07-10-2020,MANALI,4,371,10,3%,10
07-10-2020,MADHAVARAM,10,798,51,6%,51
07-10-2020,TONDIARPET,47,1651,44,3%,44
07-10-2020,ROYAPURAM,30,1727,71,4%,71
07-10-2020,THIRU VI KA NAGAR,34,2363,76,3%,76
07-10-2020,AMBATTUR,31,1683,19,1%,19
07-10-2020,ANNA NAGAR,41,1858,93,5%,93
07-10-2020,TEYNAMPET,51,2447,201,8%,201
07-10-2020,KODAMBAKKAM,19,998,36,4%,36
07-10-2020,VALASARAVAKKAM,28,1506,71,5%,71
07-10-2020,ALANDUR,28,1134,27,2%,27
07-10-2020,ADYAR,43,2187,199,9%,198
07-10-2020,PERUNGUDI,24,857,123,14%,123
07-10-2020,SOZHINGANALLUR,21,1211,18,1%,18
08-10-2020,THIRUVOTTIYUR,11,550,44,8%,44
08-10-2020,MANALI,6,363,10,3%,10
08-10-2020,MADHAVARAM,14,778,49,6%,49
08-10-2020,TONDIARPET,47,1540,43,3%,43
08-10-2020,ROYAPURAM,34,1937,75,4%,75
08-10-2020,THIRU VI KA NAGAR,30,2126,69,3%,69
08-10-2020,AMBATTUR,27,1354,23,2%,23
08-10-2020,ANNA NAGAR,43,2016,80,4%,80
08-10-2020,TEYNAMPET,50,1996,220,11%,220
08-10-2020,KODAMBAKKAM,21,1021,21,2%,21
08-10-2020,VALASARAVAKKAM,25,1278,61,5%,61
08-10-2020,ALANDUR,32,884,44,5%,44
08-10-2020,ADYAR,34,1757,42,2%,42
08-10-2020,PERUNGUDI,24,841,130,15%,130
08-10-2020,SOZHINGANALLUR,25,1436,13,1%,13
09-10-2020,THIRUVOTTIYUR,10,336,18,5%,18
09-10-2020,MANALI,6,387,12,3%,12
09-10-2020,MADHAVARAM,13,661,25,4%,25
09-10-2020,TONDIARPET,44,1807,34,2%,34
09-10-2020,ROYAPURAM,34,2047,74,4%,74
09-10-2020,THIRU VI KA NAGAR,32,1983,79,4%,79
09-10-2020,AMBATTUR,32,1452,16,1%,16
09-10-2020,ANNA NAGAR,37,1771,85,5%,85
09-10-2020,TEYNAMPET,51,1936,242,13%,242
09-10-2020,KODAMBAKKAM,25,1564,40,3%,40
09-10-2020,VALASARAVAKKAM,27,1387,83,6%,83
09-10-2020,ALANDUR,28,933,36,4%,36
09-10-2020,ADYAR,40,2034,172,8%,172
09-10-2020,PERUNGUDI,20,708,124,18%,124
09-10-2020,SOZHINGANALLUR,23,1072,12,1%,12
10-10-2020,THIRUVOTTIYUR,11,408,57,14%,57
10-10-2020,MANALI,4,310,10,3%,10
10-10-2020,MADHAVARAM,10,423,41,10%,41
10-10-2020,TONDIARPET,42,1628,40,2%,40
10-10-2020,ROYAPURAM,31,1599,47,3%,47
10-10-2020,THIRU VI KA NAGAR,29,1628,53,3%,53
10-10-2020,AMBATTUR,28,1345,16,1%,16
10-10-2020,ANNA NAGAR,32,1322,50,4%,50
10-10-2020,TEYNAMPET,49,2143,223,10%,223
10-10-2020,KODAMBAKKAM,30,1775,26,1%,26
10-10-2020,VALASARAVAKKAM,26,1117,54,5%,54
10-10-2020,ALANDUR,26,739,14,2%,14
10-10-2020,ADYAR,36,1962,126,6%,126
10-10-2020,PERUNGUDI,20,841,106,13%,106
10-10-2020,SOZHINGANALLUR,21,1252,14,1%,14
11-10-2020,THIRUVOTTIYUR,11,163,75,46%,75
11-10-2020,MANALI,4,88,1,1%,1
11-10-2020,MADHAVARAM,9,235,10,4%,10
11-10-2020,TONDIARPET,39,1188,24,2%,24
11-10-2020,ROYAPURAM,28,700,33,5%,33
11-10-2020,THIRU VI KA NAGAR,28,669,52,8%,52
11-10-2020,AMBATTUR,25,757,1,0%,1
11-10-2020,ANNA NAGAR,21,604,21,3%,21
11-10-2020,TEYNAMPET,49,1358,181,13%,181
11-10-2020,KODAMBAKKAM,32,1550,35,2%,35
11-10-2020,VALASARAVAKKAM,25,699,16,2%,16
11-10-2020,ALANDUR,24,398,11,3%,11
11-10-2020,ADYAR,32,1400,147,11%,147
11-10-2020,PERUNGUDI,14,414,53,13%,53
11-10-2020,SOZHINGANALLUR,8,162,0,0%,0
12-10-2020,THIRUVOTTIYUR,11,408,47,12%,47
12-10-2020,MANALI,4,339,4,1%,4
12-10-2020,MADHAVARAM,9,610,49,8%,49
12-10-2020,TONDIARPET,41,1634,53,3%,53
12-10-2020,ROYAPURAM,36,2070,83,4%,83
12-10-2020,THIRU VI KA NAGAR,32,2148,66,3%,66
12-10-2020,AMBATTUR,31,1643,9,1%,9
12-10-2020,ANNA NAGAR,41,1845,66,4%,66
12-10-2020,TEYNAMPET,47,1928,203,11%,203
12-10-2020,KODAMBAKKAM,34,1455,34,2%,34
12-10-2020,VALASARAVAKKAM,23,1351,63,5%,63
12-10-2020,ALANDUR,28,965,49,5%,49
12-10-2020,ADYAR,43,2201,192,9%,192
12-10-2020,PERUNGUDI,22,653,112,17%,112
12-10-2020,SOZHINGANALLUR,15,867,15,2%,15
13-10-2020,THIRUVOTTIYUR,12,541,62,11%,62
13-10-2020,MANALI,4,316,10,3%,10
13-10-2020,MADHAVARAM,13,745,32,4%,32
13-10-2020,TONDIARPET,39,1572,19,1%,19
13-10-2020,ROYAPURAM,28,1665,49,3%,49
13-10-2020,THIRU VI KA NAGAR,30,2128,70,3%,70
13-10-2020,AMBATTUR,30,1427,15,1%,15
13-10-2020,ANNA NAGAR,43,1988,47,2%,47
13-10-2020,TEYNAMPET,49,1956,196,10%,196
13-10-2020,KODAMBAKKAM,28,1533,14,1%,14
13-10-2020,VALASARAVAKKAM,24,1307,63,5%,63
13-10-2020,ALANDUR,28,823,39,5%,39
13-10-2020,ADYAR,38,1879,219,12%,219
13-10-2020,PERUNGUDI,24,842,76,9%,76
13-10-2020,SOZHINGANALLUR,17,1042,14,1%,14
14-10-2020,THIRUVOTTIYUR,10,591,38,6%,38
14-10-2020,MANALI,4,335,11,3%,11
14-10-2020,MADHAVARAM,11,735,30,4%,30
14-10-2020,TONDIARPET,39,1605,35,2%,35
14-10-2020,ROYAPURAM,30,1936,33,2%,33
14-10-2020,THIRU VI KA NAGAR,26,2165,50,2%,50
14-10-2020,AMBATTUR,30,1585,12,1%,12
14-10-2020,ANNA NAGAR,41,2110,57,3%,57
14-10-2020,TEYNAMPET,49,963,174,18%,174
14-10-2020,KODAMBAKKAM,30,1842,50,3%,50
14-10-2020,VALASARAVAKKAM,28,1630,66,4%,66
14-10-2020,ALANDUR,28,1060,33,3%,33
14-10-2020,ADYAR,41,2139,183,9%,183
14-10-2020,PERUNGUDI,20,677,101,15%,101
14-10-2020,SOZHINGANALLUR,17,1199,15,1%,15
15-10-2020,THIRUVOTTIYUR,12,519,29,6%,29
15-10-2020,MANALI,4,231,11,5%,11
15-10-2020,MADHAVARAM,11,726,57,8%,57
15-10-2020,TONDIARPET,45,1990,33,2%,33
15-10-2020,ROYAPURAM,31,1791,40,2%,40
15-10-2020,THIRU VI KA NAGAR,29,2124,67,3%,67
15-10-2020,AMBATTUR,31,1468,11,1%,11
15-10-2020,ANNA NAGAR,41,1788,103,6%,103
15-10-2020,TEYNAMPET,49,763,195,26%,195
15-10-2020,KODAMBAKKAM,28,1599,36,2%,36
15-10-2020,VALASARAVAKKAM,27,1437,36,3%,36
15-10-2020,ALANDUR,28,864,31,4%,31
15-10-2020,ADYAR,36,2154,158,7%,158
15-10-2020,PERUNGUDI,22,718,78,11%,78
15-10-2020,SOZHINGANALLUR,19,1050,11,1%,11
16-10-2020,THIRUVOTTIYUR,10,481,34,7%,34
16-10-2020,MANALI,4,269,11,4%,11
16-10-2020,MADHAVARAM,14,667,16,2%,16
16-10-2020,TONDIARPET,41,1544,31,2%,31
16-10-2020,ROYAPURAM,32,1796,28,2%,28
16-10-2020,THIRU VI KA NAGAR,29,2001,37,2%,37
16-10-2020,AMBATTUR,26,1228,4,0%,4
16-10-2020,ANNA NAGAR,39,1462,62,4%,62
16-10-2020,TEYNAMPET,48,827,130,16%,130
16-10-2020,KODAMBAKKAM,28,1374,73,5%,73
16-10-2020,VALASARAVAKKAM,26,1216,52,4%,52
16-10-2020,ALANDUR,28,849,31,4%,31
16-10-2020,ADYAR,36,2018,145,7%,145
16-10-2020,PERUNGUDI,22,697,97,14%,97
16-10-2020,SOZHINGANALLUR,17,912,22,2%,22
17-10-2020,THIRUVOTTIYUR,11,461,41,9%,41
17-10-2020,MANALI,4,221,6,3%,6
17-10-2020,MADHAVARAM,13,599,19,3%,19
17-10-2020,TONDIARPET,41,1638,42,3%,42
17-10-2020,ROYAPURAM,28,1513,18,1%,18
17-10-2020,THIRU VI KA NAGAR,29,1730,40,2%,40
17-10-2020,AMBATTUR,28,1255,4,0%,4
17-10-2020,ANNA NAGAR,35,1520,43,3%,43
17-10-2020,TEYNAMPET,49,1445,133,9%,133
17-10-2020,KODAMBAKKAM,21,1277,34,3%,34
17-10-2020,VALASARAVAKKAM,27,1295,61,5%,61
17-10-2020,ALANDUR,24,796,19,2%,19
17-10-2020,ADYAR,36,1927,127,7%,127
17-10-2020,PERUNGUDI,22,630,71,11%,71
17-10-2020,SOZHINGANALLUR,17,752,11,1%,11
18-10-2020,THIRUVOTTIYUR,11,93,15,16%,15
18-10-2020,MANALI,4,83,0,0%,0
18-10-2020,MADHAVARAM,13,296,10,3%,10
18-10-2020,TONDIARPET,34,778,11,1%,11
18-10-2020,ROYAPURAM,28,514,9,2%,9
18-10-2020,THIRU VI KA NAGAR,24,498,9,2%,9
18-10-2020,AMBATTUR,23,503,0,0%,0
18-10-2020,ANNA NAGAR,21,356,11,3%,11
18-10-2020,TEYNAMPET,49,1118,137,12%,137
18-10-2020,KODAMBAKKAM,17,956,32,3%,32
18-10-2020,VALASARAVAKKAM,23,538,10,2%,10
18-10-2020,ALANDUR,22,254,0,0%,0
18-10-2020,ADYAR,28,470,92,20%,92
18-10-2020,PERUNGUDI,12,400,62,16%,62
18-10-2020,SOZHINGANALLUR,7,113,0,0%,0
19-10-2020,THIRUVOTTIYUR,11,249,40,16%,40
19-10-2020,MANALI,4,282,13,5%,13
19-10-2020,MADHAVARAM,12,706,24,3%,24
19-10-2020,TONDIARPET,41,1755,25,1%,25
19-10-2020,ROYAPURAM,33,1929,47,2%,47
19-10-2020,THIRU VI KA NAGAR,32,2106,60,3%,60
19-10-2020,AMBATTUR,32,1572,1,0%,1
19-10-2020,ANNA NAGAR,32,1360,45,3%,45
19-10-2020,TEYNAMPET,49,887,172,19%,172
19-10-2020,KODAMBAKKAM,24,1311,20,2%,20
19-10-2020,VALASARAVAKKAM,25,1365,65,5%,65
19-10-2020,ALANDUR,28,947,17,2%,17
19-10-2020,ADYAR,38,1966,174,9%,174
19-10-2020,PERUNGUDI,20,596,112,19%,112
19-10-2020,SOZHINGANALLUR,17,1179,17,1%,17
20-10-2020,THIRUVOTTIYUR,11,489,28,6%,28
20-10-2020,MANALI,4,240,2,1%,2
20-10-2020,MADHAVARAM,12,685,16,2%,16
20-10-2020,TONDIARPET,34,1218,17,1%,17
20-10-2020,ROYAPURAM,28,1414,34,2%,34
20-10-2020,THIRU VI KA NAGAR,31,1958,52,3%,52
20-10-2020,AMBATTUR,30,1393,11,1%,11
20-10-2020,ANNA NAGAR,40,1533,32,2%,32
20-10-2020,TEYNAMPET,49,703,137,19%,137
20-10-2020,KODAMBAKKAM,24,1322,38,3%,38
20-10-2020,VALASARAVAKKAM,24,1032,45,4%,45
20-10-2020,ALANDUR,28,773,18,2%,18
20-10-2020,ADYAR,39,1941,137,7%,137
20-10-2020,PERUNGUDI,20,551,77,14%,77
20-10-2020,SOZHINGANALLUR,19,1068,13,1%,13
21-10-2020,THIRUVOTTIYUR,10,669,32,5%,32
21-10-2020,MANALI,4,268,1,0%,1
21-10-2020,MADHAVARAM,14,873,21,2%,21
21-10-2020,TONDIARPET,42,1795,28,2%,28
21-10-2020,ROYAPURAM,28,1772,47,3%,47
21-10-2020,THIRU VI KA NAGAR,32,2197,53,2%,53
21-10-2020,AMBATTUR,29,1324,12,1%,12
21-10-2020,ANNA NAGAR,37,1707,52,3%,52
21-10-2020,TEYNAMPET,49,2108,156,7%,156
21-10-2020,KODAMBAKKAM,27,1584,3,0%,3
21-10-2020,VALASARAVAKKAM,28,1307,39,3%,39
21-10-2020,ALANDUR,27,1011,20,2%,20
21-10-2020,ADYAR,41,2132,120,6%,120
21-10-2020,PERUNGUDI,22,723,92,13%,92
21-10-2020,SOZHINGANALLUR,19,1140,10,1%,10
22-10-2020,THIRUVOTTIYUR,11,505,11,2%,11
22-10-2020,MANALI,4,277,4,1%,4
22-10-2020,MADHAVARAM,13,838,25,3%,25
22-10-2020,TONDIARPET,42,1468,44,3%,44
22-10-2020,ROYAPURAM,29,1825,33,2%,33
22-10-2020,THIRU VI KA NAGAR,29,1993,43,2%,43
22-10-2020,AMBATTUR,29,1309,2,0%,2
22-10-2020,ANNA NAGAR,40,1982,39,2%,39
22-10-2020,TEYNAMPET,49,2529,135,5%,135
22-10-2020,KODAMBAKKAM,28,1502,11,1%,11
22-10-2020,VALASARAVAKKAM,27,1281,37,3%,37
22-10-2020,ALANDUR,28,914,28,3%,28
22-10-2020,ADYAR,40,1997,123,6%,123
22-10-2020,PERUNGUDI,19,658,90,14%,90
22-10-2020,SOZHINGANALLUR,16,1044,16,2%,16
23-10-2020,THIRUVOTTIYUR,11,519,24,5%,24
23-10-2020,MANALI,4,288,5,2%,5
23-10-2020,MADHAVARAM,17,814,38,5%,38
23-10-2020,TONDIARPET,43,1579,29,2%,29
23-10-2020,ROYAPURAM,29,1720,27,2%,27
23-10-2020,THIRU VI KA NAGAR,30,1785,43,2%,43
23-10-2020,AMBATTUR,34,1537,14,1%,14
23-10-2020,ANNA NAGAR,39,1865,48,3%,48
23-10-2020,TEYNAMPET,49,2229,174,8%,174
23-10-2020,KODAMBAKKAM,17,912,8,1%,8
23-10-2020,VALASARAVAKKAM,26,1361,47,3%,47
23-10-2020,ALANDUR,26,819,14,2%,14
23-10-2020,ADYAR,37,2012,136,7%,136
23-10-2020,PERUNGUDI,18,622,93,15%,93
23-10-2020,SOZHINGANALLUR,17,939,15,2%,15
24-10-2020,THIRUVOTTIYUR,14,512,32,6%,32
24-10-2020,MANALI,4,356,1,0%,1
24-10-2020,MADHAVARAM,18,786,21,3%,21
24-10-2020,TONDIARPET,39,1477,24,2%,24
24-10-2020,ROYAPURAM,26,1589,29,2%,29
24-10-2020,THIRU VI KA NAGAR,33,1861,42,2%,42
24-10-2020,AMBATTUR,32,1360,3,0%,3
24-10-2020,ANNA NAGAR,41,1665,25,2%,25
24-10-2020,TEYNAMPET,49,1839,167,9%,167
24-10-2020,KODAMBAKKAM,15,802,0,0%,0
24-10-2020,VALASARAVAKKAM,27,1352,30,2%,30
24-10-2020,ALANDUR,24,897,17,2%,17
24-10-2020,ADYAR,33,1812,90,5%,90
24-10-2020,PERUNGUDI,19,574,52,9%,52
24-10-2020,SOZHINGANALLUR,19,821,7,1%,7
25-10-2020,THIRUVOTTIYUR,11,98,2,2%,2
25-10-2020,MANALI,4,84,0,0%,0
25-10-2020,MADHAVARAM,12,290,11,4%,11
25-10-2020,TONDIARPET,35,743,36,5%,36
25-10-2020,ROYAPURAM,27,443,8,2%,8
25-10-2020,THIRU VI KA NAGAR,30,700,41,6%,41
25-10-2020,AMBATTUR,23,439,4,1%,4
25-10-2020,ANNA NAGAR,19,451,14,3%,14
25-10-2020,TEYNAMPET,47,842,82,10%,82
